id,codebase_id,service_id,repo_digest,real_repo_name,fake_repo_name,status,skip_reason,measured_at,loc,zip_bytes,excluded_loc,languages,primary_language,frontend_pct,backend_pct,test_loc,test_code_files,test_spec_files,test_ratio,test_source_ratio,test_framework,has_ci,ci_present,ci_runs_tests,detected_frameworks,commit_count,author_count,first_commit_at,last_commit_at,active_days,span_days,commits_by_month,pr_count,issue_count,repo_class,is_likely_demo,quality_score,build_ok,testable_at_head,capacity
,,,2e2d6ff6041d846be3aef3fa57168e9ee79ffa1f7c973c6e1a9f43b8e42b0350,,repo-2e2d6ff6041d,partial,lanes_timed_out,2026-08-22T08:51:43.423304+00:00,309048,,,"{""JavaScript"":1035,""Python"":308013}",Python,,,,3,1841,0.4176,1:1,"[""pytest""]",true,true,true,"[""FastAPI"",""SQLAlchemy"",""Pydantic""]",11,2,2025-03-04T22:00:09+05:30,2026-08-22T12:54:44+05:30,2,535,"[0,0,0,0,0,0,0,0,0,0,0,10]",,,backend,false,,,,2
