id,codebase_id,service_id,repo_digest,real_repo_name,fake_repo_name,status,skip_reason,measured_at,loc,zip_bytes,excluded_loc,languages,primary_language,frontend_pct,backend_pct,test_loc,test_code_files,test_spec_files,test_ratio,test_source_ratio,test_framework,has_ci,ci_present,ci_runs_tests,detected_frameworks,commit_count,author_count,first_commit_at,last_commit_at,active_days,span_days,commits_by_month,pr_count,issue_count,repo_class,is_likely_demo,quality_score,build_ok,testable_at_head,capacity
,,,12a835c5cbeb4e96b77138d7e1675e3339cfd161227fe33d556c02eba8d0374c,,repo-12a835c5cbeb,partial,llm_disabled,2026-08-22T09:33:55.225740+00:00,54957,,,"{""Docker Compose"":81,""Dockerfile"":30,""Helm"":72,""JavaScript"":44,""Kubernetes"":38,""Python"":45702,""Terraform"":1031,""TypeScript"":7959}",Python,,,,1820,1820,0.793,1:0,"[""pytest""]",true,true,true,"[""Vite"",""Docker Compose"",""FastAPI"",""SQLAlchemy"",""Pydantic"",""React"",""Zod"",""Tailwind CSS""]",9,1,2026-08-22T15:03:15+05:30,2026-08-22T15:03:31+05:30,1,0,"[0,0,0,0,0,0,0,0,0,0,0,5]",,,infra,false,,,,3
