id,codebase_id,service_id,repo_digest,real_repo_name,fake_repo_name,status,skip_reason,measured_at,loc,zip_bytes,excluded_loc,languages,primary_language,frontend_pct,backend_pct,test_loc,test_code_files,test_spec_files,test_ratio,test_source_ratio,test_framework,has_ci,ci_present,ci_runs_tests,detected_frameworks,commit_count,author_count,first_commit_at,last_commit_at,active_days,span_days,commits_by_month,pr_count,issue_count,repo_class,is_likely_demo,quality_score,build_ok,testable_at_head,capacity
,,,1f7ff50ef314af3c843ebe4290129bb5493161cb78d59c40c1b14dbda9f3fee4,,repo-1f7ff50ef314,partial,llm_disabled,2026-08-22T12:00:02.918300+00:00,116205,,,"{""Docker Compose"":15,""Dockerfile"":12,""Python"":79180,""TypeScript"":36998}",Python,,,,31,31,0.1813,1:5,"[""pytest""]",false,false,false,"[""Docker Compose"",""FastAPI"",""SQLAlchemy"",""Pydantic""]",11,1,2026-08-22T17:29:14+05:30,2026-08-22T17:29:50+05:30,1,0,"[0,0,0,0,0,0,0,0,0,0,0,6]",,,backend,false,,,,0
