id,codebase_id,service_id,repo_digest,real_repo_name,fake_repo_name,status,skip_reason,measured_at,loc,zip_bytes,excluded_loc,languages,primary_language,frontend_pct,backend_pct,test_loc,test_code_files,test_spec_files,test_ratio,test_source_ratio,test_framework,has_ci,ci_present,ci_runs_tests,detected_frameworks,commit_count,author_count,first_commit_at,last_commit_at,active_days,span_days,commits_by_month,pr_count,issue_count,repo_class,is_likely_demo,quality_score,build_ok,testable_at_head,capacity
,,,da09517fe00d18c19924eec61d8ed736531362e6868c17e9999ad1ba6d97b9bf,,repo-da09517fe00d,partial,llm_disabled,2026-08-22T09:42:17.384878+00:00,50012,,,"{""Docker Compose"":111,""Dockerfile"":67,""JavaScript"":28,""Python"":42606,""Terraform"":315,""TypeScript"":6885}",Python,,,,304,249,0.1383,1:6,"[""vitest"",""pytest""]",true,true,true,"[""Docker Compose"",""Docker"",""FastAPI"",""SQLAlchemy"",""Pydantic""]",14,1,2026-08-22T12:22:50+05:30,2026-08-22T15:01:33+05:30,1,0,"[0,0,0,0,0,0,0,0,0,0,0,8]",,,infra,false,,,,7
