id,codebase_id,service_id,repo_digest,real_repo_name,fake_repo_name,status,skip_reason,measured_at,loc,zip_bytes,excluded_loc,languages,primary_language,frontend_pct,backend_pct,test_loc,test_code_files,test_spec_files,test_ratio,test_source_ratio,test_framework,has_ci,ci_present,ci_runs_tests,detected_frameworks,commit_count,author_count,first_commit_at,last_commit_at,active_days,span_days,commits_by_month,pr_count,issue_count,repo_class,is_likely_demo,quality_score,build_ok,testable_at_head,capacity
,,,9002aa8dc0bced44cd57c67d163ed1d50884c8989e343b347d3926b689a72dcd,,repo-9002aa8dc0bc,partial,llm_disabled,2026-08-22T11:12:17.947240+00:00,55436,,,"{""Python"":55436}",Python,,,,16,16,0.1111,1:8,"[""pytest""]",false,false,false,"[""FastAPI"",""SQLAlchemy"",""Pydantic""]",11,1,2026-08-22T16:41:27+05:30,2026-08-22T16:42:03+05:30,1,0,"[0,0,0,0,0,0,0,0,0,0,0,6]",,,backend,false,,,,2
